日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20200909,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4634.25,4645.20,4558.03,4584.59,-109.80,-2.34,16227.71,2449.05,300
20200910,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4632.10,4647.75,4572.21,4581.98,-2.61,-0.06,15065.29,2261.46,300
20200911,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4572.26,4630.88,4563.11,4627.28,45.31,0.99,11530.24,1982.41,300
20200914,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4652.05,4666.99,4625.99,4651.05,23.77,0.51,10723.52,2116.53,300
20200915,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4649.45,4691.50,4630.54,4688.48,37.43,0.80,10191.59,1945.74,300
20200916,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4683.01,4690.68,4638.46,4657.36,-31.12,-0.66,10875.36,1961.20,300
20200917,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4642.05,4664.95,4601.64,4632.71,-24.64,-0.53,10598.36,2141.47,300
20200918,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4636.64,4737.80,4631.70,4737.09,104.37,2.25,16042.65,2818.86,300
20200921,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4750.75,4752.98,4688.72,4691.43,-45.66,-0.96,12453.58,2241.38,300
20200922,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4654.22,4706.21,4622.11,4635.76,-55.67,-1.19,11967.29,2029.09,300
20200923,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4639.66,4665.96,4623.55,4652.33,16.57,0.36,9582.65,1903.93,300
20200924,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4623.95,4631.95,4562.21,4563.07,-89.26,-1.92,11259.37,1935.16,300
20200925,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4582.48,4599.54,4554.72,4570.02,6.96,0.15,9301.52,1674.57,300
20200928,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4582.65,4613.63,4571.15,4581.91,11.89,0.26,8504.84,1593.15,300
20200929,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4608.29,4616.68,4586.35,4591.80,9.89,0.22,8599.39,1599.38,300
20200930,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4607.58,4634.72,4563.41,4587.40,-4.40,-0.10,8908.12,1655.32,300
20201009,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4663.61,4695.40,4655.09,4681.14,93.75,2.04,11133.75,2299.27,300
20201012,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4705.19,4823.27,4704.16,4823.16,142.02,3.03,15578.46,3078.49,300
20201013,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4812.90,4845.92,4795.37,4839.20,16.04,0.33,11651.63,2421.73,300
20201014,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4830.46,4830.46,4795.91,4807.10,-32.10,-0.66,11190.69,2298.36,300
20201015,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4810.78,4833.89,4796.26,4798.74,-8.37,-0.17,10996.50,2138.78,300
20201016,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4798.92,4825.55,4765.97,4791.68,-7.06,-0.15,11671.61,2041.75,300
20201019,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4823.49,4849.61,4747.34,4755.49,-36.19,-0.76,12924.64,2253.92,300
20201020,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4751.37,4793.47,4739.46,4793.47,37.98,0.80,9804.82,1858.49,300
20201021,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4801.63,4801.63,4758.86,4792.83,-0.64,-0.01,10380.57,1899.79,300
20201022,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4780.60,4791.81,4725.50,4777.98,-14.84,-0.31,10135.09,1946.15,300
20201023,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4775.47,4802.46,4717.10,4718.49,-59.50,-1.25,10682.52,2009.86,300
20201026,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4684.05,4713.39,4639.30,4691.24,-27.25,-0.58,10834.33,2055.19,300
20201027,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4680.14,4708.46,4671.85,4699.28,8.04,0.17,9265.63,1866.76,300
20201028,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4703.00,4753.31,4685.60,4737.27,37.99,0.81,10846.34,2267.54,300
20201029,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4683.61,4803.03,4679.25,4772.92,35.65,0.75,11711.73,2523.04,300
20201030,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4776.47,4778.51,4683.47,4695.33,-77.59,-1.63,13980.23,2807.83,300
20201102,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4702.75,4738.02,4695.44,4720.83,25.50,0.54,14286.77,2790.28,300
20201103,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4743.17,4793.40,4734.17,4777.56,56.73,1.20,13605.54,2523.91,300
20201104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4781.45,4825.46,4770.56,4813.66,36.10,0.76,11466.18,2305.14,300
20201105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4861.34,4885.11,4838.00,4885.11,71.46,1.48,13924.46,2819.52,300
20201106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4897.63,4897.63,4845.43,4885.72,0.61,0.01,15363.90,3053.65,300
20201109,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4918.86,4997.80,4918.86,4981.35,95.63,1.96,19713.20,3719.23,300
20201110,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4995.41,4995.41,4928.93,4953.88,-27.47,-0.55,17626.72,3342.71,300
20201111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4937.76,4957.58,4901.71,4904.90,-48.98,-0.99,16447.05,3038.59,300
20201112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4916.77,4926.34,4891.51,4908.46,3.56,0.07,11811.46,2276.46,300
20201113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4886.98,4886.98,4825.76,4856.85,-51.61,-1.05,13369.31,2553.53,300
20201116,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4880.96,4904.17,4848.62,4904.17,47.32,0.97,14877.10,2667.05,300
20201117,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4903.12,4909.29,4865.39,4894.79,-9.39,-0.19,15148.75,2889.11,300
20201118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4889.67,4911.09,4870.72,4891.67,-3.11,-0.06,16421.66,2907.27,300
20201119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4880.92,4939.79,4870.20,4927.99,36.32,0.74,13368.14,2477.27,300
20201120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4928.22,4947.43,4922.59,4943.29,15.30,0.31,12940.03,2290.54,300
20201123,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4954.60,5029.65,4940.45,5005.03,61.74,1.25,20591.52,3336.34,300
20201124,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4997.05,5001.06,4960.98,4974.29,-30.74,-0.61,15663.79,2648.04,300
20201125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4992.75,5004.77,4910.70,4910.70,-63.59,-1.28,17034.05,2770.71,300
20201126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4908.32,4925.29,4867.82,4919.59,8.89,0.18,13720.23,2397.48,300
20201127,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4930.59,4980.77,4917.35,4980.77,61.17,1.24,16295.29,2531.79,300
20201130,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4994.11,5055.19,4960.25,4960.25,-20.51,-0.41,26263.90,3964.96,300
20201201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4963.13,5072.55,4963.13,5067.10,106.85,2.15,20406.56,3284.51,300
20201202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5072.98,5090.61,5043.31,5067.14,0.05,0.00,19543.55,3106.10,300
20201203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5065.45,5072.30,5033.79,5057.06,-10.08,-0.20,17786.57,2753.35,300
20201204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5049.52,5072.39,5017.85,5065.92,8.86,0.18,14434.72,2577.99,300
20201207,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5065.73,5067.87,5014.61,5022.24,-43.68,-0.86,13989.62,2646.58,300
20201208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5029.11,5043.06,4998.92,5009.88,-12.36,-0.25,12307.30,2348.81,300
20201209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5022.38,5033.64,4942.52,4942.70,-67.18,-1.34,13891.70,2607.73,300
20201210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4931.29,4962.74,4919.77,4940.52,-2.17,-0.04,12591.43,2296.51,300
20201211,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4957.82,4957.82,4849.35,4889.63,-50.90,-1.03,15935.77,2752.13,300
20201214,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4903.63,4937.26,4887.66,4934.84,45.21,0.92,12080.16,2478.78,300
20201215,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4931.60,4954.19,4904.79,4945.10,10.26,0.21,11834.26,2480.93,300
20201216,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4957.30,4968.86,4938.19,4953.87,8.77,0.18,10677.90,2296.96,300
20201217,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4960.73,5021.62,4950.37,5017.48,63.61,1.28,13338.55,2701.80,300
20201218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5014.32,5027.44,4979.01,4999.97,-17.51,-0.35,12804.96,2589.39,300
20201221,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4995.76,5048.51,4970.00,5046.84,46.87,0.94,14081.18,2982.04,300
20201222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5034.98,5055.13,4960.95,4964.77,-82.07,-1.63,16234.50,3267.59,300
20201223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4977.30,5028.45,4968.15,5007.12,42.35,0.85,14029.28,3087.29,300
20201224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5006.01,5033.04,4979.24,5000.02,-7.11,-0.14,11441.87,2466.74,300
20201225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4985.77,5042.10,4973.68,5042.01,42.00,0.84,12100.70,2439.92,300
20201228,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5042.94,5089.34,5037.86,5064.41,22.40,0.44,13691.44,2810.19,300
20201229,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5071.45,5077.42,5034.31,5042.94,-21.48,-0.42,14119.87,2790.35,300
20201230,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5037.98,5113.71,5036.63,5113.71,70.77,1.40,14862.64,2965.78,300
20201231,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5122.48,5215.62,5122.48,5211.29,97.58,1.91,17160.25,3587.31,300
20210104,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5212.93,5284.43,5190.94,5267.72,56.43,1.08,21171.14,4527.96,300
20210105,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5245.84,5368.50,5234.38,5368.50,100.79,1.91,22493.12,4980.42,300
20210106,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5386.51,5433.47,5341.43,5417.67,49.16,0.92,19377.34,4444.34,300
20210107,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5428.39,5513.66,5413.35,5513.66,95.99,1.77,21987.21,4733.85,300
20210108,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5526.29,5547.47,5442.69,5495.43,-18.23,-0.33,20432.50,4735.68,300
20210111,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5504.24,5555.69,5412.50,5441.16,-54.27,-0.99,23183.60,5222.98,300
20210112,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5419.50,5596.35,5417.63,5596.35,155.19,2.85,22422.02,4862.34,300
20210113,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5609.26,5644.72,5535.14,5577.97,-18.38,-0.33,26156.99,5469.60,300
20210114,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5556.21,5568.02,5458.68,5470.46,-107.51,-1.93,24368.34,5018.90,300
20210115,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5471.39,5500.63,5390.27,5458.08,-12.38,-0.23,23863.74,4757.10,300
20210118,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5438.16,5541.46,5410.78,5518.52,60.44,1.11,20705.19,4227.17,300
20210119,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5525.97,5532.48,5415.72,5437.52,-81.00,-1.47,21104.34,4332.05,300
20210120,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5439.91,5496.05,5426.54,5476.43,38.91,0.72,17091.33,3737.70,300
20210121,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5492.96,5593.11,5490.56,5564.97,88.54,1.62,20995.02,4531.84,300
20210122,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5562.38,5573.66,5513.88,5569.78,4.81,0.09,19930.00,4566.22,300
20210125,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5564.12,5655.48,5543.27,5625.92,56.15,1.01,19704.70,5081.67,300
20210126,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5600.90,5600.90,5506.00,5512.97,-112.96,-2.01,17190.46,4150.08,300
20210127,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5505.77,5534.99,5449.64,5528.00,15.04,0.27,16019.08,3768.93,300
20210128,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5450.37,5462.24,5360.38,5377.14,-150.86,-2.73,17048.56,3761.67,300
20210129,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5413.97,5430.20,5288.10,5351.96,-25.18,-0.47,18217.88,3902.88,300
20210201,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5356.85,5422.30,5342.05,5417.65,65.68,1.23,16631.37,3468.59,300
20210202,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5429.70,5503.21,5411.52,5501.09,83.44,1.54,16521.06,3800.17,300
20210203,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5499.30,5532.89,5473.12,5485.20,-15.89,-0.29,18805.43,4043.44,300
20210204,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5453.98,5510.05,5411.57,5473.95,-11.25,-0.21,18057.57,3979.95,300
20210205,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5494.70,5550.77,5477.65,5483.41,9.47,0.17,18969.96,3954.00,300
20210208,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5506.14,5576.49,5479.85,5564.56,81.15,1.48,16403.38,3675.83,300
20210209,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5584.17,5686.25,5555.05,5686.25,121.69,2.19,16488.73,3787.69,300
20210210,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5709.68,5823.42,5707.33,5807.72,121.47,2.14,17016.98,4170.56,300
20210218,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5922.07,5930.91,5747.66,5768.38,-39.34,-0.68,21884.87,5074.81,300
20210219,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5734.02,5787.89,5667.32,5778.84,10.46,0.18,21447.58,4564.34,300
20210222,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5785.51,5785.51,5597.33,5597.33,-181.51,-3.14,28212.44,5436.33,300
20210223,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5542.68,5644.76,5541.11,5579.67,-17.66,-0.32,23380.77,4249.04,300
20210224,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5591.48,5598.83,5379.73,5437.57,-142.10,-2.55,22542.86,4723.69,300
20210225,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5494.47,5527.63,5444.16,5469.56,31.99,0.59,23073.60,4122.06,300
20210226,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5343.90,5416.32,5318.86,5336.76,-132.80,-2.43,21226.45,4057.18,300
20210301,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5389.25,5421.56,5345.94,5418.78,82.02,1.54,17746.35,3581.47,300
20210302,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5453.28,5454.97,5305.05,5349.63,-69.15,-1.28,19651.11,3764.45,300
20210303,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5327.35,5452.40,5316.48,5452.21,102.58,1.92,19470.91,3376.10,300
20210304,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5388.48,5392.37,5254.78,5280.71,-171.51,-3.15,21277.52,3843.82,300
20210305,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5191.97,5307.82,5174.25,5262.80,-17.91,-0.34,20262.80,3525.40,300
20210308,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5299.79,5326.26,5079.80,5080.02,-182.77,-3.47,23023.16,4071.34,300
20210309,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5066.15,5094.31,4917.91,4971.00,-109.03,-2.15,23071.10,4144.15,300
20210310,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5047.06,5055.28,4981.62,5003.61,32.61,0.66,16992.85,3095.77,300
20210311,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5024.56,5138.41,5020.58,5128.22,124.60,2.49,18960.08,3338.59,300
20210312,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5153.67,5153.67,5086.82,5146.38,18.16,0.35,20102.06,3232.38,300
20210315,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5116.12,5120.88,4992.40,5035.54,-110.83,-2.15,20415.31,3307.41,300
20210316,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5054.41,5084.31,5009.95,5079.36,43.82,0.87,16139.01,2717.55,300
20210317,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5062.77,5123.55,5020.13,5100.86,21.50,0.42,14916.24,2634.92,300
20210318,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5114.59,5160.46,5111.13,5141.77,40.91,0.80,14290.15,2609.30,300
20210319,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5068.53,5089.92,4980.76,5007.09,-134.68,-2.62,16417.48,2829.74,300
20210322,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5008.40,5071.34,4996.54,5057.15,50.06,1.00,16740.26,2642.09,300
20210323,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5057.06,5064.02,4966.53,5009.25,-47.91,-0.95,15801.40,2557.55,300
20210324,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4985.40,5024.33,4919.89,4928.69,-80.56,-1.61,15938.60,2659.70,300
20210325,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4904.07,4950.76,4883.66,4926.35,-2.34,-0.05,13294.52,2197.82,300
20210326,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4953.95,5050.83,4953.95,5037.99,111.64,2.27,14592.67,2739.02,300
20210329,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5052.26,5086.65,5010.39,5046.88,8.89,0.18,14338.82,2661.77,300
20210330,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5043.10,5106.04,5032.80,5094.73,47.85,0.95,13861.86,2549.28,300
20210331,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5085.95,5085.95,5015.61,5048.36,-46.37,-0.91,14133.57,2410.58,300
20210401,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5059.94,5115.43,5056.87,5110.78,62.42,1.24,12032.49,2114.93,300
20210402,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5129.85,5169.83,5116.35,5161.56,50.78,0.99,12700.23,2480.60,300
20210406,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5178.64,5181.15,5125.33,5140.34,-21.22,-0.41,10983.42,2138.52,300
20210407,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5141.66,5141.66,5065.19,5103.74,-36.60,-0.71,14576.37,2462.71,300
20210408,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5078.26,5129.13,5062.07,5112.21,8.47,0.17,14177.10,2284.22,300
20210409,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5100.04,5100.04,5022.09,5035.34,-76.87,-1.50,12841.65,2215.20,300
20210412,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5026.98,5045.60,4933.01,4947.75,-87.59,-1.74,15264.43,2672.18,300
20210413,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4949.81,4994.54,4924.20,4939.64,-8.10,-0.16,13291.94,2257.53,300
20210414,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4945.69,4987.12,4940.27,4980.63,40.98,0.83,12086.08,2210.36,300
20210415,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4969.91,4969.91,4900.30,4948.97,-31.65,-0.64,10882.94,2138.21,300
20210416,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4966.90,4979.17,4917.96,4966.18,17.21,0.35,11123.99,2133.89,300
20210419,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4966.41,5088.21,4940.75,5087.02,120.84,2.43,15476.98,3079.00,300
20210420,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5065.78,5119.86,5058.92,5083.37,-3.65,-0.07,13654.17,2766.41,300
20210421,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5055.24,5110.56,5047.99,5098.74,15.38,0.30,12463.73,2425.75,300
20210422,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5114.28,5119.22,5067.14,5089.24,-9.50,-0.19,12116.76,2414.89,300
20210423,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5088.83,5149.98,5086.49,5135.45,46.21,0.91,12205.70,2643.45,300
20210426,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5156.59,5181.11,5072.96,5077.24,-58.22,-1.13,15138.20,3257.60,300
20210427,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5076.64,5095.98,5042.61,5090.52,13.28,0.26,12396.18,2547.38,300
20210428,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5073.97,5119.45,5059.26,5119.24,28.72,0.56,12062.03,2721.83,300
20210429,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5128.28,5170.59,5113.65,5164.17,44.93,0.88,14009.25,2941.12,300
20210430,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5156.36,5163.25,5094.93,5123.49,-40.68,-0.79,16012.16,3150.75,300
20210506,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5098.80,5132.90,5037.41,5061.12,-62.36,-1.22,15882.26,3232.58,300
20210507,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5073.46,5093.75,4996.04,4996.05,-65.07,-1.29,17225.83,3046.38,300
20210510,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5001.44,5019.39,4953.70,4992.42,-3.63,-0.07,17082.06,2826.57,300
20210511,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4956.08,5033.49,4925.92,5023.06,30.64,0.61,15152.65,2709.32,300
20210512,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5003.82,5051.17,4995.40,5044.55,21.49,0.43,12661.91,2283.44,300
20210513,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,4992.35,5022.08,4975.45,4992.97,-51.57,-1.02,13227.94,2378.21,300
20210514,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5007.63,5112.98,4981.29,5110.59,117.62,2.36,15942.62,3188.03,300
20210517,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5115.31,5206.69,5115.31,5184.99,74.40,1.46,15388.96,3354.40,300
20210518,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5190.93,5201.67,5156.79,5187.60,2.62,0.05,11840.43,2381.82,300
20210519,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5173.17,5193.56,5151.64,5172.27,-15.33,-0.30,11873.00,2507.36,300
20210520,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5167.05,5201.59,5152.04,5186.41,14.14,0.27,13845.48,2770.88,300
20210521,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5199.13,5216.16,5123.12,5134.15,-52.26,-1.01,12476.85,2680.54,300
20210524,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5138.81,5155.59,5092.39,5155.59,21.44,0.42,12674.23,2785.13,300
20210525,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5165.04,5324.36,5161.52,5318.48,162.89,3.16,18299.68,4046.83,300
20210526,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5326.12,5344.28,5308.74,5320.59,2.11,0.04,16960.71,3464.45,300
20210527,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5311.37,5378.48,5286.05,5338.23,17.64,0.33,14846.29,3118.94,300
20210528,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5338.73,5360.28,5288.65,5321.09,-17.14,-0.32,16460.58,3307.12,300
20210531,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5318.08,5331.63,5281.69,5331.57,10.48,0.20,14460.33,3214.51,300
20210601,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5320.47,5343.75,5269.26,5341.68,10.11,0.19,14383.15,3218.46,300
20210602,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5348.34,5352.64,5266.79,5289.97,-51.71,-0.97,13775.43,2961.76,300
20210603,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5285.71,5314.37,5255.07,5255.29,-34.69,-0.66,14196.89,2854.49,300
20210604,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5228.28,5334.49,5221.23,5282.28,26.99,0.51,14473.21,2923.26,300
20210607,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5284.89,5286.84,5242.95,5277.63,-4.65,-0.09,12770.50,2804.63,300
20210608,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5276.97,5319.04,5201.14,5232.12,-45.51,-0.86,13055.95,3040.42,300
20210609,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5224.95,5253.36,5215.35,5236.45,4.33,0.08,12182.03,2550.75,300
20210610,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5236.47,5299.53,5229.52,5271.47,35.02,0.67,13899.20,3014.54,300
20210611,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5275.75,5276.10,5213.60,5224.70,-46.76,-0.89,18080.72,3653.63,300
20210615,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5218.56,5225.50,5137.41,5166.56,-58.14,-1.11,14288.01,3306.17,300
20210616,000300,沪深300指数,沪深300,CSI 300 Index,CSI 300,5163.25,5164.52,5076.02,5080.49,-86.07,-1.67,12514.80,2982.87,300
